ID-1921,ID-1920,ID-1887,ID-1901,ID-1903,ID-1902,ID-1919,ID-2229,ID-2080,ID-1967,ID-1966,ID-2300,ID-2266,ID-2221,ID-2220,ID-1947,ID-1946,ID-644,ID-2079,ID-378,ID-1585,ID-2265,ID-296,ID-1011,ID-687,ID-887,ID-1613,ID-1791,ID-1612,ID-1630,ID-1918,ID-1595,ID-1889,ID-1943,ID-2268,ID-1911,ID-1916,ID-1917,ID-1914,ID-1915,ID-2210,ID-959,ID-2124,ID-2219,ID-2313,ID-1722,ID-1100,ID-2165,ID-2298,ID-2299,ID-1858,ID-304,ID-462,ID-2297,ID-2295,ID-2296,ID-302
22.0,0.0,0.0,22.0,22.0,22.0,7.0,0.0,38.0,7.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,49.0,47.0,15.0,30.0,7.0,54.0,22.0,2.0,15.0,22.0,2.0,22.0,0.0,22.0,22.0,15.0,0.0,7.0,22.0,22.0,7.0,7.0,15.0,30.0,0.0,0.0,0.0,0.0,7.0,15.0,33.0,0.0,0.0,0.0,22.0,15.0,7.0,10.0,7.0,37.0
