ID-1921,ID-1920,ID-1887,ID-1901,ID-1903,ID-1902,ID-1919,ID-2229,ID-2080,ID-1967,ID-1966,ID-1943,ID-2266,ID-2221,ID-2220,ID-1947,ID-1946,ID-644,ID-2079,ID-378,ID-1585,ID-2265,ID-296,ID-1011,ID-687,ID-887,ID-1613,ID-1791,ID-1612,ID-1630,ID-1918,ID-1595,ID-1593,ID-1911,ID-1916,ID-1917,ID-1914,ID-1915,ID-2210,ID-1889,ID-959,ID-2124,ID-2219,ID-1722,ID-1100,ID-2165,ID-1766,ID-1858,ID-304,ID-462,ID-302
23.0,0.0,0.0,23.0,23.0,23.0,8.0,0.0,43.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,46.0,61.0,15.0,30.0,8.0,55.0,23.0,2.0,15.0,23.0,2.0,23.0,0.0,23.0,23.0,0.0,23.0,23.0,8.0,8.0,15.0,23.0,15.0,0.0,0.0,0.0,8.0,15.0,32.0,1.0,0.0,23.0,15.0,53.0
